,month,highSeason_1_0,highSeason_1_35,highSeason_1_50,highSeason_3_0,highSeason_3_35,highSeason_3_50,highSeason_5_0,highSeason_5_35,highSeason_5_50,highSeason_10_0,highSeason_10_35,highSeason_10_50,highSeason_20_0,highSeason_20_35,highSeason_20_50,highSeason_30_0,highSeason_30_35,highSeason_30_50,highSeason_50_0,highSeason_50_35,highSeason_50_50,highSeason_100_0,highSeason_100_35,highSeason_100_50,highSeason_200_0,highSeason_200_35,highSeason_200_50,highSeason_400_0,highSeason_400_35,highSeason_400_50,midSeason_1_0,midSeason_1_35,midSeason_1_50,midSeason_3_0,midSeason_3_35,midSeason_3_50,midSeason_5_0,midSeason_5_35,midSeason_5_50,midSeason_10_0,midSeason_10_35,midSeason_10_50,midSeason_20_0,midSeason_20_35,midSeason_20_50,midSeason_30_0,midSeason_30_35,midSeason_30_50,midSeason_50_0,midSeason_50_35,midSeason_50_50,midSeason_100_0,midSeason_100_35,midSeason_100_50,midSeason_200_0,midSeason_200_35,midSeason_200_50,midSeason_400_0,midSeason_400_35,midSeason_400_50,flatSeason_1_0,flatSeason_1_35,flatSeason_1_50,flatSeason_3_0,flatSeason_3_35,flatSeason_3_50,flatSeason_5_0,flatSeason_5_35,flatSeason_5_50,flatSeason_10_0,flatSeason_10_35,flatSeason_10_50,flatSeason_20_0,flatSeason_20_35,flatSeason_20_50,flatSeason_30_0,flatSeason_30_35,flatSeason_30_50,flatSeason_50_0,flatSeason_50_35,flatSeason_50_50,flatSeason_100_0,flatSeason_100_35,flatSeason_100_50,flatSeason_200_0,flatSeason_200_35,flatSeason_200_50,flatSeason_400_0,flatSeason_400_35,flatSeason_400_50
0,1,0.003105590062111801,0.003105590062111801,0.003105590062111801,0.009316770186335404,0.009316770186335404,0.009316770186335404,0.015527950310559004,0.015527950310559004,0.015527950310559004,0.03105590062111801,0.03105590062111801,0.03105590062111801,0.06211180124223602,0.06211180124223602,0.06211180124223602,0.09316770186335403,0.09316770186335403,0.09316770186335403,0.15527950310559005,0.15527950310559005,0.15527950310559005,0.3105590062111801,0.3105590062111801,0.3105590062111801,0.6211180124223602,0.6211180124223602,0.6211180124223602,1.2422360248447204,1.2422360248447204,1.2422360248447204,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.2222222222222223,2.2222222222222223,2.2222222222222223,4.444444444444445,4.444444444444445,4.444444444444445,8.88888888888889,8.88888888888889,8.88888888888889,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
1,2,0.003105590062111801,0.003105590062111801,0.003105590062111801,0.009316770186335404,0.009316770186335404,0.009316770186335404,0.015527950310559004,0.015527950310559004,0.015527950310559004,0.03105590062111801,0.03105590062111801,0.03105590062111801,0.06211180124223602,0.06211180124223602,0.06211180124223602,0.09316770186335403,0.09316770186335403,0.09316770186335403,0.15527950310559005,0.15527950310559005,0.15527950310559005,0.3105590062111801,0.3105590062111801,0.3105590062111801,0.6211180124223602,0.6211180124223602,0.6211180124223602,1.2422360248447204,1.2422360248447204,1.2422360248447204,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.2222222222222223,2.2222222222222223,2.2222222222222223,4.444444444444445,4.444444444444445,4.444444444444445,8.88888888888889,8.88888888888889,8.88888888888889,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
2,3,0.003105590062111801,0.003105590062111801,0.003105590062111801,0.009316770186335404,0.009316770186335404,0.009316770186335404,0.015527950310559004,0.015527950310559004,0.015527950310559004,0.03105590062111801,0.03105590062111801,0.03105590062111801,0.06211180124223602,0.06211180124223602,0.06211180124223602,0.09316770186335403,0.09316770186335403,0.09316770186335403,0.15527950310559005,0.15527950310559005,0.15527950310559005,0.3105590062111801,0.3105590062111801,0.3105590062111801,0.6211180124223602,0.6211180124223602,0.6211180124223602,1.2422360248447204,1.2422360248447204,1.2422360248447204,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.2222222222222223,2.2222222222222223,2.2222222222222223,4.444444444444445,4.444444444444445,4.444444444444445,8.88888888888889,8.88888888888889,8.88888888888889,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
3,4,0.003105590062111801,0.003105590062111801,0.003105590062111801,0.009316770186335404,0.009316770186335404,0.009316770186335404,0.015527950310559004,0.015527950310559004,0.015527950310559004,0.03105590062111801,0.03105590062111801,0.03105590062111801,0.06211180124223602,0.06211180124223602,0.06211180124223602,0.09316770186335403,0.09316770186335403,0.09316770186335403,0.15527950310559005,0.15527950310559005,0.15527950310559005,0.3105590062111801,0.3105590062111801,0.3105590062111801,0.6211180124223602,0.6211180124223602,0.6211180124223602,1.2422360248447204,1.2422360248447204,1.2422360248447204,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.2222222222222223,2.2222222222222223,2.2222222222222223,4.444444444444445,4.444444444444445,4.444444444444445,8.88888888888889,8.88888888888889,8.88888888888889,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
4,5,0.003105590062111801,0.003105590062111801,0.003105590062111801,0.009316770186335404,0.009316770186335404,0.009316770186335404,0.015527950310559004,0.015527950310559004,0.015527950310559004,0.03105590062111801,0.03105590062111801,0.03105590062111801,0.06211180124223602,0.06211180124223602,0.06211180124223602,0.09316770186335403,0.09316770186335403,0.09316770186335403,0.15527950310559005,0.15527950310559005,0.15527950310559005,0.3105590062111801,0.3105590062111801,0.3105590062111801,0.6211180124223602,0.6211180124223602,0.6211180124223602,1.2422360248447204,1.2422360248447204,1.2422360248447204,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.2222222222222223,2.2222222222222223,2.2222222222222223,4.444444444444445,4.444444444444445,4.444444444444445,8.88888888888889,8.88888888888889,8.88888888888889,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
5,6,0.009316770186335404,0.009316770186335404,0.009316770186335404,0.027950310559006212,0.027950310559006212,0.027950310559006212,0.04658385093167702,0.04658385093167702,0.04658385093167702,0.09316770186335405,0.09316770186335405,0.09316770186335405,0.1863354037267081,0.1863354037267081,0.1863354037267081,0.27950310559006214,0.27950310559006214,0.27950310559006214,0.4658385093167702,0.4658385093167702,0.4658385093167702,0.9316770186335404,0.9316770186335404,0.9316770186335404,1.8633540372670807,1.8633540372670807,1.8633540372670807,3.7267080745341614,3.7267080745341614,3.7267080745341614,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.5555555555555556,1.5555555555555556,1.5555555555555556,3.111111111111111,3.111111111111111,3.111111111111111,4.666666666666667,4.666666666666667,4.666666666666667,7.777777777777778,7.777777777777778,7.777777777777778,15.555555555555555,15.555555555555555,15.555555555555555,31.11111111111111,31.11111111111111,31.11111111111111,62.22222222222222,62.22222222222222,62.22222222222222,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
6,7,0.08385093167701864,0.08385093167701864,0.08385093167701864,0.25155279503105593,0.25155279503105593,0.25155279503105593,0.4192546583850932,0.4192546583850932,0.4192546583850932,0.8385093167701864,0.8385093167701864,0.8385093167701864,1.6770186335403727,1.6770186335403727,1.6770186335403727,2.515527950310559,2.515527950310559,2.515527950310559,4.192546583850932,4.192546583850932,4.192546583850932,8.385093167701864,8.385093167701864,8.385093167701864,16.77018633540373,16.77018633540373,16.77018633540373,33.54037267080746,33.54037267080746,33.54037267080746,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.888888888888889,0.888888888888889,0.888888888888889,1.777777777777778,1.777777777777778,1.777777777777778,3.555555555555556,3.555555555555556,3.555555555555556,5.333333333333334,5.333333333333334,5.333333333333334,8.88888888888889,8.88888888888889,8.88888888888889,17.77777777777778,17.77777777777778,17.77777777777778,35.55555555555556,35.55555555555556,35.55555555555556,71.11111111111111,71.11111111111111,71.11111111111111,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
7,8,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.6521739130434783,0.6521739130434783,0.6521739130434783,1.0869565217391304,1.0869565217391304,1.0869565217391304,2.1739130434782608,2.1739130434782608,2.1739130434782608,4.3478260869565215,4.3478260869565215,4.3478260869565215,6.521739130434782,6.521739130434782,6.521739130434782,10.869565217391305,10.869565217391305,10.869565217391305,21.73913043478261,21.73913043478261,21.73913043478261,43.47826086956522,43.47826086956522,43.47826086956522,86.95652173913044,86.95652173913044,86.95652173913044,0.2,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,10.0,10.0,10.0,20.0,20.0,20.0,40.0,40.0,40.0,80.0,80.0,80.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
8,9,0.40372670807453415,0.40372670807453415,0.40372670807453415,1.2111801242236024,1.2111801242236024,1.2111801242236024,2.0186335403726705,2.0186335403726705,2.0186335403726705,4.037267080745341,4.037267080745341,4.037267080745341,8.074534161490682,8.074534161490682,8.074534161490682,12.111801242236025,12.111801242236025,12.111801242236025,20.18633540372671,20.18633540372671,20.18633540372671,40.37267080745342,40.37267080745342,40.37267080745342,80.74534161490683,80.74534161490683,80.74534161490683,161.49068322981367,161.49068322981367,161.49068322981367,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.2222222222222223,2.2222222222222223,2.2222222222222223,3.333333333333333,3.333333333333333,3.333333333333333,5.555555555555555,5.555555555555555,5.555555555555555,11.11111111111111,11.11111111111111,11.11111111111111,22.22222222222222,22.22222222222222,22.22222222222222,44.44444444444444,44.44444444444444,44.44444444444444,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
9,10,0.17701863354037267,0.17701863354037267,0.17701863354037267,0.531055900621118,0.531055900621118,0.531055900621118,0.8850931677018634,0.8850931677018634,0.8850931677018634,1.7701863354037268,1.7701863354037268,1.7701863354037268,3.5403726708074537,3.5403726708074537,3.5403726708074537,5.3105590062111805,5.3105590062111805,5.3105590062111805,8.850931677018634,8.850931677018634,8.850931677018634,17.70186335403727,17.70186335403727,17.70186335403727,35.40372670807454,35.40372670807454,35.40372670807454,70.80745341614907,70.80745341614907,70.80745341614907,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.888888888888889,0.888888888888889,0.888888888888889,1.777777777777778,1.777777777777778,1.777777777777778,2.666666666666667,2.666666666666667,2.666666666666667,4.444444444444445,4.444444444444445,4.444444444444445,8.88888888888889,8.88888888888889,8.88888888888889,17.77777777777778,17.77777777777778,17.77777777777778,35.55555555555556,35.55555555555556,35.55555555555556,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
10,11,0.09006211180124224,0.09006211180124224,0.09006211180124224,0.2701863354037267,0.2701863354037267,0.2701863354037267,0.4503105590062112,0.4503105590062112,0.4503105590062112,0.9006211180124224,0.9006211180124224,0.9006211180124224,1.8012422360248448,1.8012422360248448,1.8012422360248448,2.7018633540372674,2.7018633540372674,2.7018633540372674,4.503105590062112,4.503105590062112,4.503105590062112,9.006211180124224,9.006211180124224,9.006211180124224,18.012422360248447,18.012422360248447,18.012422360248447,36.024844720496894,36.024844720496894,36.024844720496894,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.4,0.4,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,2.6666666666666665,4.0,4.0,4.0,6.666666666666667,6.666666666666667,6.666666666666667,13.333333333333334,13.333333333333334,13.333333333333334,26.666666666666668,26.666666666666668,26.666666666666668,53.333333333333336,53.333333333333336,53.333333333333336,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
11,12,0.003105590062111801,0.003105590062111801,0.003105590062111801,0.009316770186335404,0.009316770186335404,0.009316770186335404,0.015527950310559004,0.015527950310559004,0.015527950310559004,0.03105590062111801,0.03105590062111801,0.03105590062111801,0.06211180124223602,0.06211180124223602,0.06211180124223602,0.09316770186335403,0.09316770186335403,0.09316770186335403,0.15527950310559005,0.15527950310559005,0.15527950310559005,0.3105590062111801,0.3105590062111801,0.3105590062111801,0.6211180124223602,0.6211180124223602,0.6211180124223602,1.2422360248447204,1.2422360248447204,1.2422360248447204,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.1111111111111112,1.1111111111111112,1.1111111111111112,2.2222222222222223,2.2222222222222223,2.2222222222222223,4.444444444444445,4.444444444444445,4.444444444444445,8.88888888888889,8.88888888888889,8.88888888888889,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.25,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.166666666666666,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333
